TIPO,DEPARTAMENTO,MUNICIPIO,CODIGO MUNICIPIO,AÑO,TAMAÑO FINCA,TOTAL FINCAS
FINCA BOVINO,AMAZONAS,EL ENCANTO,91263,2018,1 A 50 BOV,4
FINCA BOVINO,AMAZONAS,EL ENCANTO,91263,2018,101 A 500 BOV,4
FINCA BOVINO,AMAZONAS,LETICIA,91001,2018,1 A 50 BOV,35
FINCA BOVINO,AMAZONAS,LETICIA,91001,2018,101 A 500 BOV,35
FINCA BOVINO,AMAZONAS,LETICIA,91001,2018,51 A 100 BOV,1
FINCA BOVINO,AMAZONAS,PUERTO ALEGRIA,91530,2018,1 A 50 BOV,15
FINCA BOVINO,AMAZONAS,PUERTO ALEGRIA,91530,2018,101 A 500 BOV,15
FINCA BOVINO,AMAZONAS,PUERTO NARIÑO,91540,2018,1 A 50 BOV,13
FINCA BOVINO,AMAZONAS,PUERTO NARIÑO,91540,2018,101 A 500 BOV,13
FINCA BOVINO,ANTIOQUIA,ABEJORRAL,5002,2018,1 A 50 BOV,1141
FINCA BOVINO,ANTIOQUIA,ABEJORRAL,5002,2018,101 A 500 BOV,1141
FINCA BOVINO,ANTIOQUIA,ABEJORRAL,5002,2018,51 A 100 BOV,74
FINCA BOVINO,ANTIOQUIA,ABRIAQUI,5004,2018,1 A 50 BOV,257
FINCA BOVINO,ANTIOQUIA,ABRIAQUI,5004,2018,101 A 500 BOV,257
FINCA BOVINO,ANTIOQUIA,ABRIAQUI,5004,2018,51 A 100 BOV,33
FINCA BOVINO,ANTIOQUIA,ALEJANDRIA,5021,2018,1 A 50 BOV,225
FINCA BOVINO,ANTIOQUIA,ALEJANDRIA,5021,2018,101 A 500 BOV,225
FINCA BOVINO,ANTIOQUIA,ALEJANDRIA,5021,2018,51 A 100 BOV,6
FINCA BOVINO,ANTIOQUIA,AMAGA,5030,2018,1 A 50 BOV,230
FINCA BOVINO,ANTIOQUIA,AMAGA,5030,2018,101 A 500 BOV,230
FINCA BOVINO,ANTIOQUIA,AMAGA,5030,2018,51 A 100 BOV,11
FINCA BOVINO,ANTIOQUIA,AMALFI,5031,2018,1 A 50 BOV,582
FINCA BOVINO,ANTIOQUIA,AMALFI,5031,2018,101 A 500 BOV,582
FINCA BOVINO,ANTIOQUIA,AMALFI,5031,2018,501 O MAS BOV,6
FINCA BOVINO,ANTIOQUIA,AMALFI,5031,2018,51 A 100 BOV,88
FINCA BOVINO,ANTIOQUIA,ANDES,5034,2018,1 A 50 BOV,208
FINCA BOVINO,ANTIOQUIA,ANDES,5034,2018,101 A 500 BOV,208
FINCA BOVINO,ANTIOQUIA,ANDES,5034,2018,501 O MAS BOV,1
FINCA BOVINO,ANTIOQUIA,ANDES,5034,2018,51 A 100 BOV,21
FINCA BOVINO,ANTIOQUIA,ANGELOPOLIS,5036,2018,1 A 50 BOV,99
FINCA BOVINO,ANTIOQUIA,ANGELOPOLIS,5036,2018,101 A 500 BOV,99
FINCA BOVINO,ANTIOQUIA,ANGELOPOLIS,5036,2018,51 A 100 BOV,8
FINCA BOVINO,ANTIOQUIA,ANGOSTURA,5038,2018,1 A 50 BOV,496
FINCA BOVINO,ANTIOQUIA,ANGOSTURA,5038,2018,101 A 500 BOV,496
FINCA BOVINO,ANTIOQUIA,ANGOSTURA,5038,2018,51 A 100 BOV,42
FINCA BOVINO,ANTIOQUIA,ANORI,5040,2018,1 A 50 BOV,650
FINCA BOVINO,ANTIOQUIA,ANORI,5040,2018,101 A 500 BOV,650
FINCA BOVINO,ANTIOQUIA,ANORI,5040,2018,51 A 100 BOV,142
FINCA BOVINO,ANTIOQUIA,ANZA,5044,2018,1 A 50 BOV,182
FINCA BOVINO,ANTIOQUIA,ANZA,5044,2018,101 A 500 BOV,182
FINCA BOVINO,ANTIOQUIA,ANZA,5044,2018,501 O MAS BOV,1
FINCA BOVINO,ANTIOQUIA,ANZA,5044,2018,51 A 100 BOV,16
FINCA BOVINO,ANTIOQUIA,APARTADO,5045,2018,1 A 50 BOV,394
FINCA BOVINO,ANTIOQUIA,APARTADO,5045,2018,101 A 500 BOV,394
FINCA BOVINO,ANTIOQUIA,APARTADO,5045,2018,501 O MAS BOV,2
FINCA BOVINO,ANTIOQUIA,APARTADO,5045,2018,51 A 100 BOV,45
FINCA BOVINO,ANTIOQUIA,ARBOLETES,5051,2018,1 A 50 BOV,610
FINCA BOVINO,ANTIOQUIA,ARBOLETES,5051,2018,101 A 500 BOV,610
FINCA BOVINO,ANTIOQUIA,ARBOLETES,5051,2018,501 O MAS BOV,32
FINCA BOVINO,ANTIOQUIA,ARBOLETES,5051,2018,51 A 100 BOV,117
FINCA BOVINO,ANTIOQUIA,ARGELIA,5055,2018,1 A 50 BOV,463
FINCA BOVINO,ANTIOQUIA,ARGELIA,5055,2018,101 A 500 BOV,463
FINCA BOVINO,ANTIOQUIA,ARGELIA,5055,2018,51 A 100 BOV,22
FINCA BOVINO,ANTIOQUIA,ARMENIA,5059,2018,1 A 50 BOV,77
FINCA BOVINO,ANTIOQUIA,ARMENIA,5059,2018,101 A 500 BOV,77
FINCA BOVINO,ANTIOQUIA,ARMENIA,5059,2018,501 O MAS BOV,4
FINCA BOVINO,ANTIOQUIA,ARMENIA,5059,2018,51 A 100 BOV,14
FINCA BOVINO,ANTIOQUIA,BARBOSA,5079,2018,1 A 50 BOV,679
FINCA BOVINO,ANTIOQUIA,BARBOSA,5079,2018,101 A 500 BOV,679
FINCA BOVINO,ANTIOQUIA,BARBOSA,5079,2018,501 O MAS BOV,1
FINCA BOVINO,ANTIOQUIA,BARBOSA,5079,2018,51 A 100 BOV,55
FINCA BOVINO,ANTIOQUIA,BELLO,5088,2018,1 A 50 BOV,374
FINCA BOVINO,ANTIOQUIA,BELLO,5088,2018,101 A 500 BOV,374
FINCA BOVINO,ANTIOQUIA,BELLO,5088,2018,51 A 100 BOV,64
FINCA BOVINO,ANTIOQUIA,BELMIRA,5086,2018,1 A 50 BOV,613
FINCA BOVINO,ANTIOQUIA,BELMIRA,5086,2018,101 A 500 BOV,613
FINCA BOVINO,ANTIOQUIA,BELMIRA,5086,2018,501 O MAS BOV,2
FINCA BOVINO,ANTIOQUIA,BELMIRA,5086,2018,51 A 100 BOV,140
FINCA BOVINO,ANTIOQUIA,BETANIA,5091,2018,1 A 50 BOV,71
FINCA BOVINO,ANTIOQUIA,BETANIA,5091,2018,101 A 500 BOV,71
FINCA BOVINO,ANTIOQUIA,BETANIA,5091,2018,51 A 100 BOV,2
FINCA BOVINO,ANTIOQUIA,BETULIA,5093,2018,1 A 50 BOV,63
FINCA BOVINO,ANTIOQUIA,BETULIA,5093,2018,101 A 500 BOV,63
FINCA BOVINO,ANTIOQUIA,BETULIA,5093,2018,501 O MAS BOV,1
FINCA BOVINO,ANTIOQUIA,BETULIA,5093,2018,51 A 100 BOV,14
FINCA BOVINO,ANTIOQUIA,BRICEÑO,5107,2018,1 A 50 BOV,345
FINCA BOVINO,ANTIOQUIA,BRICEÑO,5107,2018,101 A 500 BOV,345
FINCA BOVINO,ANTIOQUIA,BRICEÑO,5107,2018,51 A 100 BOV,58
FINCA BOVINO,ANTIOQUIA,BURITICA,5113,2018,1 A 50 BOV,165
FINCA BOVINO,ANTIOQUIA,BURITICA,5113,2018,101 A 500 BOV,165
FINCA BOVINO,ANTIOQUIA,BURITICA,5113,2018,51 A 100 BOV,15
FINCA BOVINO,ANTIOQUIA,CACERES,5120,2018,1 A 50 BOV,314
FINCA BOVINO,ANTIOQUIA,CACERES,5120,2018,101 A 500 BOV,314
FINCA BOVINO,ANTIOQUIA,CACERES,5120,2018,501 O MAS BOV,52
FINCA BOVINO,ANTIOQUIA,CACERES,5120,2018,51 A 100 BOV,45
FINCA BOVINO,ANTIOQUIA,CAICEDO,5125,2018,1 A 50 BOV,248
FINCA BOVINO,ANTIOQUIA,CAICEDO,5125,2018,101 A 500 BOV,248
FINCA BOVINO,ANTIOQUIA,CAICEDO,5125,2018,51 A 100 BOV,16
FINCA BOVINO,ANTIOQUIA,CALDAS,5129,2018,1 A 50 BOV,181
FINCA BOVINO,ANTIOQUIA,CALDAS,5129,2018,101 A 500 BOV,181
FINCA BOVINO,ANTIOQUIA,CALDAS,5129,2018,51 A 100 BOV,10
FINCA BOVINO,ANTIOQUIA,CAMPAMENTO,5134,2018,1 A 50 BOV,356
FINCA BOVINO,ANTIOQUIA,CAMPAMENTO,5134,2018,101 A 500 BOV,356
FINCA BOVINO,ANTIOQUIA,CAMPAMENTO,5134,2018,51 A 100 BOV,21
FINCA BOVINO,ANTIOQUIA,CARACOLI,5142,2018,1 A 50 BOV,129
FINCA BOVINO,ANTIOQUIA,CARACOLI,5142,2018,101 A 500 BOV,129
FINCA BOVINO,ANTIOQUIA,CARACOLI,5142,2018,501 O MAS BOV,1
FINCA BOVINO,ANTIOQUIA,CARACOLI,5142,2018,51 A 100 BOV,49
FINCA BOVINO,ANTIOQUIA,CARAMANTA,5145,2018,1 A 50 BOV,146
FINCA BOVINO,ANTIOQUIA,CARAMANTA,5145,2018,101 A 500 BOV,146
FINCA BOVINO,ANTIOQUIA,CARAMANTA,5145,2018,501 O MAS BOV,1
FINCA BOVINO,ANTIOQUIA,CARAMANTA,5145,2018,51 A 100 BOV,12
FINCA BOVINO,ANTIOQUIA,CAREPA,5147,2018,1 A 50 BOV,304
FINCA BOVINO,ANTIOQUIA,CAREPA,5147,2018,101 A 500 BOV,304
FINCA BOVINO,ANTIOQUIA,CAREPA,5147,2018,501 O MAS BOV,5
FINCA BOVINO,ANTIOQUIA,CAREPA,5147,2018,51 A 100 BOV,83
FINCA BOVINO,ANTIOQUIA,CAROLINA,5150,2018,1 A 50 BOV,167
FINCA BOVINO,ANTIOQUIA,CAROLINA,5150,2018,101 A 500 BOV,167
FINCA BOVINO,ANTIOQUIA,CAROLINA,5150,2018,51 A 100 BOV,13
FINCA BOVINO,ANTIOQUIA,CAUCASIA,5154,2018,1 A 50 BOV,398
FINCA BOVINO,ANTIOQUIA,CAUCASIA,5154,2018,101 A 500 BOV,398
FINCA BOVINO,ANTIOQUIA,CAUCASIA,5154,2018,501 O MAS BOV,71
FINCA BOVINO,ANTIOQUIA,CAUCASIA,5154,2018,51 A 100 BOV,86
FINCA BOVINO,ANTIOQUIA,CAÑASGORDAS,5138,2018,1 A 50 BOV,785
FINCA BOVINO,ANTIOQUIA,CAÑASGORDAS,5138,2018,101 A 500 BOV,785
FINCA BOVINO,ANTIOQUIA,CAÑASGORDAS,5138,2018,51 A 100 BOV,42
FINCA BOVINO,ANTIOQUIA,CHIGORODO,5172,2018,1 A 50 BOV,261
FINCA BOVINO,ANTIOQUIA,CHIGORODO,5172,2018,101 A 500 BOV,261
FINCA BOVINO,ANTIOQUIA,CHIGORODO,5172,2018,501 O MAS BOV,26
FINCA BOVINO,ANTIOQUIA,CHIGORODO,5172,2018,51 A 100 BOV,85
FINCA BOVINO,ANTIOQUIA,CISNEROS,5190,2018,1 A 50 BOV,121
FINCA BOVINO,ANTIOQUIA,CISNEROS,5190,2018,101 A 500 BOV,121
FINCA BOVINO,ANTIOQUIA,CISNEROS,5190,2018,51 A 100 BOV,7
FINCA BOVINO,ANTIOQUIA,CIUDAD BOLIVAR,5101,2018,1 A 50 BOV,156
FINCA BOVINO,ANTIOQUIA,CIUDAD BOLIVAR,5101,2018,101 A 500 BOV,156
FINCA BOVINO,ANTIOQUIA,CIUDAD BOLIVAR,5101,2018,51 A 100 BOV,18
FINCA BOVINO,ANTIOQUIA,COCORNA,5197,2018,1 A 50 BOV,703
FINCA BOVINO,ANTIOQUIA,COCORNA,5197,2018,101 A 500 BOV,703
FINCA BOVINO,ANTIOQUIA,COCORNA,5197,2018,51 A 100 BOV,20
FINCA BOVINO,ANTIOQUIA,CONCEPCION,5206,2018,1 A 50 BOV,382
FINCA BOVINO,ANTIOQUIA,CONCEPCION,5206,2018,101 A 500 BOV,382
FINCA BOVINO,ANTIOQUIA,CONCEPCION,5206,2018,51 A 100 BOV,19
FINCA BOVINO,ANTIOQUIA,CONCORDIA,5209,2018,1 A 50 BOV,61
FINCA BOVINO,ANTIOQUIA,CONCORDIA,5209,2018,101 A 500 BOV,61
FINCA BOVINO,ANTIOQUIA,CONCORDIA,5209,2018,501 O MAS BOV,3
FINCA BOVINO,ANTIOQUIA,CONCORDIA,5209,2018,51 A 100 BOV,25
FINCA BOVINO,ANTIOQUIA,COPACABANA,5212,2018,1 A 50 BOV,315
FINCA BOVINO,ANTIOQUIA,COPACABANA,5212,2018,101 A 500 BOV,315
FINCA BOVINO,ANTIOQUIA,COPACABANA,5212,2018,51 A 100 BOV,11
FINCA BOVINO,ANTIOQUIA,DABEIBA,5234,2018,1 A 50 BOV,605
FINCA BOVINO,ANTIOQUIA,DABEIBA,5234,2018,101 A 500 BOV,605
FINCA BOVINO,ANTIOQUIA,DABEIBA,5234,2018,501 O MAS BOV,1
FINCA BOVINO,ANTIOQUIA,DABEIBA,5234,2018,51 A 100 BOV,106
FINCA BOVINO,ANTIOQUIA,DONMATIAS,5237,2018,1 A 50 BOV,503
FINCA BOVINO,ANTIOQUIA,DONMATIAS,5237,2018,101 A 500 BOV,503
FINCA BOVINO,ANTIOQUIA,DONMATIAS,5237,2018,51 A 100 BOV,150
FINCA BOVINO,ANTIOQUIA,EBEJICO,5240,2018,1 A 50 BOV,335
FINCA BOVINO,ANTIOQUIA,EBEJICO,5240,2018,101 A 500 BOV,335
FINCA BOVINO,ANTIOQUIA,EBEJICO,5240,2018,501 O MAS BOV,4
FINCA BOVINO,ANTIOQUIA,EBEJICO,5240,2018,51 A 100 BOV,20
FINCA BOVINO,ANTIOQUIA,EL BAGRE,5250,2018,1 A 50 BOV,434
FINCA BOVINO,ANTIOQUIA,EL BAGRE,5250,2018,101 A 500 BOV,434
FINCA BOVINO,ANTIOQUIA,EL BAGRE,5250,2018,51 A 100 BOV,81
FINCA BOVINO,ANTIOQUIA,EL CARMEN DE VIBORAL,5148,2018,1 A 50 BOV,1091
FINCA BOVINO,ANTIOQUIA,EL CARMEN DE VIBORAL,5148,2018,101 A 500 BOV,1091
FINCA BOVINO,ANTIOQUIA,EL CARMEN DE VIBORAL,5148,2018,51 A 100 BOV,45
FINCA BOVINO,ANTIOQUIA,EL SANTUARIO,5697,2018,1 A 50 BOV,1110
FINCA BOVINO,ANTIOQUIA,EL SANTUARIO,5697,2018,101 A 500 BOV,1110
FINCA BOVINO,ANTIOQUIA,EL SANTUARIO,5697,2018,51 A 100 BOV,23
FINCA BOVINO,ANTIOQUIA,ENTRERRIOS,5264,2018,1 A 50 BOV,419
FINCA BOVINO,ANTIOQUIA,ENTRERRIOS,5264,2018,101 A 500 BOV,419
FINCA BOVINO,ANTIOQUIA,ENTRERRIOS,5264,2018,501 O MAS BOV,3
FINCA BOVINO,ANTIOQUIA,ENTRERRIOS,5264,2018,51 A 100 BOV,256
FINCA BOVINO,ANTIOQUIA,ENVIGADO,5266,2018,1 A 50 BOV,165
FINCA BOVINO,ANTIOQUIA,ENVIGADO,5266,2018,101 A 500 BOV,165
FINCA BOVINO,ANTIOQUIA,ENVIGADO,5266,2018,51 A 100 BOV,5
FINCA BOVINO,ANTIOQUIA,FREDONIA,5282,2018,1 A 50 BOV,419
FINCA BOVINO,ANTIOQUIA,FREDONIA,5282,2018,101 A 500 BOV,419
FINCA BOVINO,ANTIOQUIA,FREDONIA,5282,2018,501 O MAS BOV,11
FINCA BOVINO,ANTIOQUIA,FREDONIA,5282,2018,51 A 100 BOV,56
FINCA BOVINO,ANTIOQUIA,FRONTINO,5284,2018,1 A 50 BOV,687
FINCA BOVINO,ANTIOQUIA,FRONTINO,5284,2018,101 A 500 BOV,687
FINCA BOVINO,ANTIOQUIA,FRONTINO,5284,2018,501 O MAS BOV,2
FINCA BOVINO,ANTIOQUIA,FRONTINO,5284,2018,51 A 100 BOV,98
FINCA BOVINO,ANTIOQUIA,GIRALDO,5306,2018,1 A 50 BOV,80
FINCA BOVINO,ANTIOQUIA,GIRALDO,5306,2018,101 A 500 BOV,80
FINCA BOVINO,ANTIOQUIA,GIRALDO,5306,2018,51 A 100 BOV,8
FINCA BOVINO,ANTIOQUIA,GIRARDOTA,5308,2018,1 A 50 BOV,478
FINCA BOVINO,ANTIOQUIA,GIRARDOTA,5308,2018,101 A 500 BOV,478
FINCA BOVINO,ANTIOQUIA,GIRARDOTA,5308,2018,51 A 100 BOV,15
FINCA BOVINO,ANTIOQUIA,GOMEZ PLATA,5310,2018,1 A 50 BOV,470
FINCA BOVINO,ANTIOQUIA,GOMEZ PLATA,5310,2018,101 A 500 BOV,470
FINCA BOVINO,ANTIOQUIA,GOMEZ PLATA,5310,2018,501 O MAS BOV,2
FINCA BOVINO,ANTIOQUIA,GOMEZ PLATA,5310,2018,51 A 100 BOV,33
FINCA BOVINO,ANTIOQUIA,GRANADA,5313,2018,1 A 50 BOV,839
FINCA BOVINO,ANTIOQUIA,GRANADA,5313,2018,101 A 500 BOV,839
FINCA BOVINO,ANTIOQUIA,GRANADA,5313,2018,51 A 100 BOV,17
FINCA BOVINO,ANTIOQUIA,GUADALUPE,5315,2018,1 A 50 BOV,282
FINCA BOVINO,ANTIOQUIA,GUADALUPE,5315,2018,101 A 500 BOV,282
FINCA BOVINO,ANTIOQUIA,GUADALUPE,5315,2018,51 A 100 BOV,18
FINCA BOVINO,ANTIOQUIA,GUARNE,5318,2018,1 A 50 BOV,775
FINCA BOVINO,ANTIOQUIA,GUARNE,5318,2018,101 A 500 BOV,775
FINCA BOVINO,ANTIOQUIA,GUARNE,5318,2018,51 A 100 BOV,17
FINCA BOVINO,ANTIOQUIA,GUATAPE,5321,2018,1 A 50 BOV,172
FINCA BOVINO,ANTIOQUIA,GUATAPE,5321,2018,101 A 500 BOV,172
FINCA BOVINO,ANTIOQUIA,GUATAPE,5321,2018,51 A 100 BOV,3
FINCA BOVINO,ANTIOQUIA,HELICONIA,5347,2018,1 A 50 BOV,129
FINCA BOVINO,ANTIOQUIA,HELICONIA,5347,2018,101 A 500 BOV,129
FINCA BOVINO,ANTIOQUIA,HELICONIA,5347,2018,501 O MAS BOV,1
FINCA BOVINO,ANTIOQUIA,HELICONIA,5347,2018,51 A 100 BOV,11
FINCA BOVINO,ANTIOQUIA,HISPANIA,5353,2018,1 A 50 BOV,80
FINCA BOVINO,ANTIOQUIA,HISPANIA,5353,2018,101 A 500 BOV,80
FINCA BOVINO,ANTIOQUIA,HISPANIA,5353,2018,51 A 100 BOV,11
FINCA BOVINO,ANTIOQUIA,ITAGÜI,5360,2018,1 A 50 BOV,33
FINCA BOVINO,ANTIOQUIA,ITAGÜI,5360,2018,101 A 500 BOV,33
FINCA BOVINO,ANTIOQUIA,ITAGÜI,5360,2018,51 A 100 BOV,1
FINCA BOVINO,ANTIOQUIA,ITUANGO,5361,2018,1 A 50 BOV,737
FINCA BOVINO,ANTIOQUIA,ITUANGO,5361,2018,101 A 500 BOV,737
FINCA BOVINO,ANTIOQUIA,ITUANGO,5361,2018,51 A 100 BOV,117
FINCA BOVINO,ANTIOQUIA,JARDIN,5364,2018,1 A 50 BOV,281
FINCA BOVINO,ANTIOQUIA,JARDIN,5364,2018,101 A 500 BOV,281
FINCA BOVINO,ANTIOQUIA,JARDIN,5364,2018,51 A 100 BOV,24
FINCA BOVINO,ANTIOQUIA,JERICO,5368,2018,1 A 50 BOV,323
FINCA BOVINO,ANTIOQUIA,JERICO,5368,2018,101 A 500 BOV,323
FINCA BOVINO,ANTIOQUIA,JERICO,5368,2018,501 O MAS BOV,1
FINCA BOVINO,ANTIOQUIA,JERICO,5368,2018,51 A 100 BOV,30
FINCA BOVINO,ANTIOQUIA,LA CEJA,5376,2018,1 A 50 BOV,469
FINCA BOVINO,ANTIOQUIA,LA CEJA,5376,2018,101 A 500 BOV,469
FINCA BOVINO,ANTIOQUIA,LA CEJA,5376,2018,51 A 100 BOV,55
FINCA BOVINO,ANTIOQUIA,LA ESTRELLA,5380,2018,1 A 50 BOV,92
FINCA BOVINO,ANTIOQUIA,LA ESTRELLA,5380,2018,101 A 500 BOV,92
FINCA BOVINO,ANTIOQUIA,LA ESTRELLA,5380,2018,51 A 100 BOV,2
FINCA BOVINO,ANTIOQUIA,LA PINTADA,5390,2018,1 A 50 BOV,38
FINCA BOVINO,ANTIOQUIA,LA PINTADA,5390,2018,101 A 500 BOV,38
FINCA BOVINO,ANTIOQUIA,LA PINTADA,5390,2018,501 O MAS BOV,2
FINCA BOVINO,ANTIOQUIA,LA PINTADA,5390,2018,51 A 100 BOV,8
FINCA BOVINO,ANTIOQUIA,LA UNION,5400,2018,1 A 50 BOV,890
FINCA BOVINO,ANTIOQUIA,LA UNION,5400,2018,101 A 500 BOV,890
FINCA BOVINO,ANTIOQUIA,LA UNION,5400,2018,51 A 100 BOV,98
FINCA BOVINO,ANTIOQUIA,LIBORINA,5411,2018,1 A 50 BOV,364
FINCA BOVINO,ANTIOQUIA,LIBORINA,5411,2018,101 A 500 BOV,364
FINCA BOVINO,ANTIOQUIA,LIBORINA,5411,2018,51 A 100 BOV,26
FINCA BOVINO,ANTIOQUIA,MACEO,5425,2018,1 A 50 BOV,297
FINCA BOVINO,ANTIOQUIA,MACEO,5425,2018,101 A 500 BOV,297
FINCA BOVINO,ANTIOQUIA,MACEO,5425,2018,501 O MAS BOV,17
FINCA BOVINO,ANTIOQUIA,MACEO,5425,2018,51 A 100 BOV,63
FINCA BOVINO,ANTIOQUIA,MARINILLA,5440,2018,1 A 50 BOV,1167
FINCA BOVINO,ANTIOQUIA,MARINILLA,5440,2018,101 A 500 BOV,1167
FINCA BOVINO,ANTIOQUIA,MARINILLA,5440,2018,501 O MAS BOV,1
FINCA BOVINO,ANTIOQUIA,MARINILLA,5440,2018,51 A 100 BOV,30
FINCA BOVINO,ANTIOQUIA,MEDELLIN,5001,2018,1 A 50 BOV,580
FINCA BOVINO,ANTIOQUIA,MEDELLIN,5001,2018,101 A 500 BOV,580
FINCA BOVINO,ANTIOQUIA,MEDELLIN,5001,2018,501 O MAS BOV,1
FINCA BOVINO,ANTIOQUIA,MEDELLIN,5001,2018,51 A 100 BOV,40
FINCA BOVINO,ANTIOQUIA,MONTEBELLO,5467,2018,1 A 50 BOV,152
FINCA BOVINO,ANTIOQUIA,MONTEBELLO,5467,2018,101 A 500 BOV,152
FINCA BOVINO,ANTIOQUIA,MONTEBELLO,5467,2018,51 A 100 BOV,3
FINCA BOVINO,ANTIOQUIA,MURINDO,5475,2018,1 A 50 BOV,21
FINCA BOVINO,ANTIOQUIA,MURINDO,5475,2018,101 A 500 BOV,21
FINCA BOVINO,ANTIOQUIA,MUTATA,5480,2018,1 A 50 BOV,284
FINCA BOVINO,ANTIOQUIA,MUTATA,5480,2018,101 A 500 BOV,284
FINCA BOVINO,ANTIOQUIA,MUTATA,5480,2018,501 O MAS BOV,35
FINCA BOVINO,ANTIOQUIA,MUTATA,5480,2018,51 A 100 BOV,118
FINCA BOVINO,ANTIOQUIA,NARIÑO,5483,2018,1 A 50 BOV,745
FINCA BOVINO,ANTIOQUIA,NARIÑO,5483,2018,101 A 500 BOV,745
FINCA BOVINO,ANTIOQUIA,NARIÑO,5483,2018,51 A 100 BOV,33
FINCA BOVINO,ANTIOQUIA,NECHI,5495,2018,1 A 50 BOV,319
FINCA BOVINO,ANTIOQUIA,NECHI,5495,2018,101 A 500 BOV,319
FINCA BOVINO,ANTIOQUIA,NECHI,5495,2018,501 O MAS BOV,11
FINCA BOVINO,ANTIOQUIA,NECHI,5495,2018,51 A 100 BOV,74
FINCA BOVINO,ANTIOQUIA,NECOCLI,5490,2018,1 A 50 BOV,1074
FINCA BOVINO,ANTIOQUIA,NECOCLI,5490,2018,101 A 500 BOV,1074
FINCA BOVINO,ANTIOQUIA,NECOCLI,5490,2018,501 O MAS BOV,37
FINCA BOVINO,ANTIOQUIA,NECOCLI,5490,2018,51 A 100 BOV,185
FINCA BOVINO,ANTIOQUIA,OLAYA,5501,2018,1 A 50 BOV,130
FINCA BOVINO,ANTIOQUIA,OLAYA,5501,2018,101 A 500 BOV,130
FINCA BOVINO,ANTIOQUIA,OLAYA,5501,2018,51 A 100 BOV,8
FINCA BOVINO,ANTIOQUIA,PEQUE,5543,2018,1 A 50 BOV,292
FINCA BOVINO,ANTIOQUIA,PEQUE,5543,2018,101 A 500 BOV,292
FINCA BOVINO,ANTIOQUIA,PEQUE,5543,2018,51 A 100 BOV,12
FINCA BOVINO,ANTIOQUIA,PEÑOL,5541,2018,1 A 50 BOV,826
FINCA BOVINO,ANTIOQUIA,PEÑOL,5541,2018,101 A 500 BOV,826
FINCA BOVINO,ANTIOQUIA,PEÑOL,5541,2018,51 A 100 BOV,4
FINCA BOVINO,ANTIOQUIA,PUEBLORRICO,5576,2018,1 A 50 BOV,199
FINCA BOVINO,ANTIOQUIA,PUEBLORRICO,5576,2018,101 A 500 BOV,199
FINCA BOVINO,ANTIOQUIA,PUEBLORRICO,5576,2018,51 A 100 BOV,8
FINCA BOVINO,ANTIOQUIA,PUERTO BERRIO,5579,2018,1 A 50 BOV,140
FINCA BOVINO,ANTIOQUIA,PUERTO BERRIO,5579,2018,101 A 500 BOV,140
FINCA BOVINO,ANTIOQUIA,PUERTO BERRIO,5579,2018,501 O MAS BOV,58
FINCA BOVINO,ANTIOQUIA,PUERTO BERRIO,5579,2018,51 A 100 BOV,67
FINCA BOVINO,ANTIOQUIA,PUERTO NARE,5585,2018,1 A 50 BOV,181
FINCA BOVINO,ANTIOQUIA,PUERTO NARE,5585,2018,101 A 500 BOV,181
FINCA BOVINO,ANTIOQUIA,PUERTO NARE,5585,2018,501 O MAS BOV,22
FINCA BOVINO,ANTIOQUIA,PUERTO NARE,5585,2018,51 A 100 BOV,97
FINCA BOVINO,ANTIOQUIA,PUERTO TRIUNFO,5591,2018,1 A 50 BOV,96
FINCA BOVINO,ANTIOQUIA,PUERTO TRIUNFO,5591,2018,101 A 500 BOV,96
FINCA BOVINO,ANTIOQUIA,PUERTO TRIUNFO,5591,2018,501 O MAS BOV,20
FINCA BOVINO,ANTIOQUIA,PUERTO TRIUNFO,5591,2018,51 A 100 BOV,41
FINCA BOVINO,ANTIOQUIA,REMEDIOS,5604,2018,1 A 50 BOV,253
FINCA BOVINO,ANTIOQUIA,REMEDIOS,5604,2018,101 A 500 BOV,253
FINCA BOVINO,ANTIOQUIA,REMEDIOS,5604,2018,501 O MAS BOV,33
FINCA BOVINO,ANTIOQUIA,REMEDIOS,5604,2018,51 A 100 BOV,196
FINCA BOVINO,ANTIOQUIA,RETIRO,5607,2018,1 A 50 BOV,338
FINCA BOVINO,ANTIOQUIA,RETIRO,5607,2018,101 A 500 BOV,338
FINCA BOVINO,ANTIOQUIA,RETIRO,5607,2018,51 A 100 BOV,13
FINCA BOVINO,ANTIOQUIA,RIONEGRO,5615,2018,1 A 50 BOV,1056
FINCA BOVINO,ANTIOQUIA,RIONEGRO,5615,2018,101 A 500 BOV,1056
FINCA BOVINO,ANTIOQUIA,RIONEGRO,5615,2018,51 A 100 BOV,33
FINCA BOVINO,ANTIOQUIA,SABANALARGA,5628,2018,1 A 50 BOV,214
FINCA BOVINO,ANTIOQUIA,SABANALARGA,5628,2018,101 A 500 BOV,214
FINCA BOVINO,ANTIOQUIA,SABANALARGA,5628,2018,51 A 100 BOV,7
FINCA BOVINO,ANTIOQUIA,SABANETA,5631,2018,1 A 50 BOV,25
FINCA BOVINO,ANTIOQUIA,SABANETA,5631,2018,101 A 500 BOV,25
FINCA BOVINO,ANTIOQUIA,SABANETA,5631,2018,51 A 100 BOV,2
FINCA BOVINO,ANTIOQUIA,SALGAR,5642,2018,1 A 50 BOV,262
